hour,avg_price_ethereum,avg_price_base,avg_price_arbitrum
2024-01-01 00:00:00.000 UTC,1.0009771041753162,0.9999865533269712,
2024-01-02 00:00:00.000 UTC,,0.9991475803336952,
2024-01-03 00:00:00.000 UTC,1.0014497930423314,0.9990598129561085,
2024-01-04 00:00:00.000 UTC,1.0011998505421495,0.9996511073517899,
2024-01-05 00:00:00.000 UTC,1.0003720906385989,0.9999178432198613,
2024-01-06 00:00:00.000 UTC,0.9998038164420082,1.0001712505262483,
2024-01-07 00:00:00.000 UTC,0.9998602264576957,1.0001077377999097,
2024-01-08 00:00:00.000 UTC,0.9997703818867679,1.0001268884033758,
2024-01-09 00:00:00.000 UTC,0.9993544123549075,0.9954501576352189,
2024-01-10 00:00:00.000 UTC,0.9999756424742715,0.9952454124770133,
2024-01-11 00:00:00.000 UTC,0.9994765280860745,0.9944600685842951,
2024-01-12 00:00:00.000 UTC,0.9995441205614425,0.9986866550326341,
2024-01-13 00:00:00.000 UTC,0.999458669579473,0.998536980802227,
2024-01-14 00:00:00.000 UTC,0.9991903740760435,0.9966074723458419,
2024-01-15 00:00:00.000 UTC,0.9993496548330881,0.9974778828788826,
2024-01-16 00:00:00.000 UTC,0.999360709813294,0.99773728585163,
2024-01-17 00:00:00.000 UTC,0.9980827645758857,0.9929296396244388,
2024-01-18 00:00:00.000 UTC,0.9984433448838208,0.9925811853537072,
2024-01-19 00:00:00.000 UTC,0.9989235033435477,0.9946166281275461,
2024-01-20 00:00:00.000 UTC,,0.9938969123704522,
2024-01-21 00:00:00.000 UTC,0.9982744400450532,0.9934956590450901,
2024-01-22 00:00:00.000 UTC,0.9985715876139064,0.9984827721680366,
2024-01-23 00:00:00.000 UTC,0.9980732586410824,0.9984456683049143,
2024-01-24 00:00:00.000 UTC,0.9990613689749188,0.9991274505298972,
2024-01-25 00:00:00.000 UTC,0.9989482098568436,0.9975841321908048,
2024-01-26 00:00:00.000 UTC,0.998698991991133,0.9973499183420446,
2024-01-27 00:00:00.000 UTC,0.9994067587917131,0.9978574716848689,
2024-01-28 00:00:00.000 UTC,0.9988233132247276,0.9980736056714014,
2024-01-29 00:00:00.000 UTC,0.9988601067565227,0.999625400441859,
2024-01-30 00:00:00.000 UTC,0.9987450415263911,1.0001861303453485,
2024-01-31 00:00:00.000 UTC,0.9978553769992615,0.9998273583588667,
2024-02-01 00:00:00.000 UTC,0.9984731994259531,1.0016770944440763,
2024-02-02 00:00:00.000 UTC,0.9989499557064683,1.0000134095280424,
2024-02-03 00:00:00.000 UTC,0.9989788597800952,1.0004551952417329,
2024-02-04 00:00:00.000 UTC,0.9985398932635857,1.0006347066781816,
2024-02-05 00:00:00.000 UTC,0.9986425348965378,1.0008286163188085,
2024-02-06 00:00:00.000 UTC,0.9996098929027635,1.001017198204611,
2024-02-07 00:00:00.000 UTC,1.0001869102387726,1.0014300916647738,
2024-02-08 00:00:00.000 UTC,,1.0008332698796536,
2024-02-09 00:00:00.000 UTC,1.0001577937744601,1.0005795399906425,
2024-02-10 00:00:00.000 UTC,1.0001834157146785,1.0022730969455373,
2024-02-11 00:00:00.000 UTC,1.0002357665311823,1.002151975789184,
2024-02-12 00:00:00.000 UTC,1.0000923746197887,1.0028847677349795,
2024-02-13 00:00:00.000 UTC,1.0002597206108186,1.0029075686055058,
